voltage,current,sound,gas,temp,hum,heading,tahmin,durum
5.0,13.514,1017.0,1023.0,22.1,61.0,228.74521611421417,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,51.0,224.75892521149493,1,NORMAL
5.0,13.514,1022.0,1023.0,23.4,53.0,281.01324665431,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,230.50807449250453,1,NORMAL
5.0,13.514,1018.0,1023.0,22.9,54.0,225.25129566720892,1,NORMAL
5.0,13.514,1010.0,1023.0,22.7,60.0,225.7145838216224,1,NORMAL
5.0,13.514,1014.0,1023.0,24.3,52.0,235.353790587842,1,NORMAL
5.0,13.514,1008.0,1023.0,23.3,55.0,240.69911973072917,1,NORMAL
5.0,13.514,1021.0,1023.0,23.2,54.0,300.41401282226684,1,NORMAL
5.0,13.514,1011.0,1023.0,24.4,52.0,236.71600443623797,1,NORMAL
5.0,13.514,1006.0,1023.0,23.9,54.0,228.695485276672,1,NORMAL
5.0,13.514,1019.0,1023.0,23.2,55.0,299.96374801659186,1,NORMAL
5.0,13.514,1003.0,1023.0,24.4,54.0,235.85050406218176,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,61.0,232.2700686453734,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,52.0,288.6700875008183,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.64480830421232,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,59.0,229.304468960508,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.7138749261489,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,55.0,241.2940474565989,1,NORMAL
5.0,13.514,1004.0,1023.0,23.8,55.0,228.2771614750156,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,60.0,229.97999959631096,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,62.0,228.52449194139757,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,228.91933012052152,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,60.0,229.3137958254128,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,230.50547785797832,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,62.0,229.11377471928117,1,NORMAL
5.0,13.514,1014.0,1023.0,22.6,59.0,228.4064437549947,1,NORMAL
5.0,13.514,1019.0,1023.0,23.1,54.0,223.8100510678576,1,NORMAL
5.0,13.514,1015.0,1023.0,24.4,52.0,223.2351422014879,1,NORMAL
5.0,13.514,1006.0,1023.0,23.2,53.0,224.5482146863875,1,NORMAL
5.0,13.514,1020.0,1023.0,24.3,53.0,235.28316815746103,1,NORMAL
5.0,13.514,1007.0,1023.0,23.6,54.0,245.6362654292726,1,NORMAL
5.0,13.514,1009.0,1023.0,24.1,53.0,228.02622249991484,1,NORMAL
5.0,13.514,1021.0,1023.0,23.3,53.0,280.05928331523114,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,60.0,227.7338464419477,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.61472258890643,1,NORMAL
5.0,13.514,1006.0,1023.0,23.0,53.0,226.199519742512,1,NORMAL
5.0,13.514,1014.0,1023.0,22.7,58.0,229.47946045235028,1,NORMAL
5.0,13.514,1003.0,1023.0,23.5,54.0,225.0417303491492,1,NORMAL
5.0,13.514,1008.0,1023.0,24.1,53.0,228.0127875041833,1,NORMAL
5.0,13.514,994.0,1023.0,23.0,53.0,223.07692257347205,1,NORMAL
5.0,13.514,1019.0,1023.0,23.5,53.0,288.9382275157643,1,NORMAL
5.0,13.514,1022.0,1023.0,24.1,54.0,228.72405797274828,1,NORMAL
5.0,13.514,1021.0,1023.0,22.6,59.0,227.86881725796243,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.319275027628,1,NORMAL
5.0,13.514,1000.0,1023.0,22.5,59.0,227.787480842032,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.99794209392792,1,NORMAL
5.0,13.514,1011.0,1023.0,22.7,55.0,221.41018489975303,1,NORMAL
5.0,13.514,985.0,1023.0,23.9,54.0,228.2716992760558,1,NORMAL
5.0,13.514,991.0,1023.0,24.1,54.0,228.26428372401853,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.1528318629791,1,NORMAL
5.0,13.514,1015.0,1023.0,22.8,55.0,305.96394049708374,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.8,58.0,229.7636416907262,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.69491427925104,1,NORMAL
5.0,13.514,1019.0,1023.0,22.6,57.0,225.8826971215145,1,NORMAL
5.0,13.514,1021.0,1023.0,23.4,54.0,280.7061149362871,1,NORMAL
5.0,13.514,1018.0,1023.0,24.4,52.0,235.6463776671085,1,NORMAL
5.0,13.514,1015.0,1023.0,24.1,53.0,228.2961159725463,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,58.0,229.2870178170976,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,60.0,229.3987053549955,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.57723602874373,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.66066576446516,1,NORMAL
5.0,13.514,1021.0,1023.0,23.9,53.0,228.65953114845613,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,227.6401238170037,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.84254168775408,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,227.32845609615103,1,NORMAL
5.0,13.514,1006.0,1023.0,23.1,54.0,224.2406011487135,1,NORMAL
5.0,13.514,1013.0,1023.0,22.6,60.0,226.42580846649813,1,NORMAL
5.0,13.514,1017.0,1023.0,24.1,53.0,227.803044564069,1,NORMAL
5.0,13.514,1023.0,1023.0,39.14731073148959,55.0,240.7327285547915,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.8,58.0,230.1944289077348,1,NORMAL
5.0,13.514,1019.0,1023.0,23.3,55.0,240.88057355075256,1,NORMAL
5.0,13.514,1004.0,1023.0,24.0,58.0,228.62361244399725,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.78253248447396,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.28129613508648,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.70581099675067,1,NORMAL
5.0,13.514,1023.0,1023.0,23.3,53.0,236.13545024365348,1,NORMAL
5.0,13.514,1020.0,1023.0,23.5,52.0,237.1903455427366,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,59.0,229.2363947990588,1,NORMAL
5.0,13.514,1011.0,1023.0,23.9,73.0,258.64364913523355,-1,ANOMALI
5.0,13.514,1007.0,1023.0,24.4,53.0,236.5237217038973,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,60.0,231.02869184557508,1,NORMAL
5.0,13.514,1005.0,1023.0,24.0,53.0,224.5533374861552,1,NORMAL
5.0,13.514,1004.0,1023.0,22.9,55.0,225.57872556560773,1,NORMAL
5.0,13.514,1014.0,1023.0,23.5,54.0,245.66875808306492,1,NORMAL
8.436565340278394,13.514,1023.0,1023.0,22.8,59.0,228.75172907052595,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.94136430844415,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,60.0,228.5615330889631,1,NORMAL
5.0,13.514,1003.0,1023.0,23.4,54.0,308.4458194096072,-1,ANOMALI
5.0,13.514,1013.0,1023.0,23.5,55.0,246.32387449936903,1,NORMAL
5.0,13.514,1017.0,1023.0,24.1,53.0,227.61442959659544,1,NORMAL
5.0,13.514,1022.0,1023.0,22.7,55.0,220.7682436589427,1,NORMAL
5.0,13.514,1021.0,1023.0,22.2,61.0,228.03348385479055,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.66106018159408,1,NORMAL
5.0,13.514,1013.0,1023.0,23.2,54.0,298.9951532467288,1,NORMAL
5.0,13.514,1000.0,1023.0,24.1,53.0,229.3987053549955,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,60.0,230.60674524089515,1,NORMAL
5.0,13.514,1019.0,1023.0,22.7,55.0,222.0239995081056,1,NORMAL
5.0,13.514,1005.0,1023.0,23.7,55.0,222.1274971779417,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,228.5099543983952,1,NORMAL
5.0,13.514,998.0,1023.0,23.0,54.0,224.44540441456093,1,NORMAL
5.0,13.514,1005.0,1023.0,23.8,54.0,228.4577766859212,1,NORMAL
5.0,13.514,1012.0,1023.0,22.9,55.0,305.6365487542552,-1,ANOMALI
5.0,13.514,984.0,1023.0,22.6,59.0,226.01397872278528,1,NORMAL
5.0,13.514,1012.0,1023.0,22.7,60.0,225.7145838216224,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,60.0,228.6683271526373,1,NORMAL
5.0,13.514,1017.0,1023.0,24.4,53.0,236.2524835164879,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,223.81586526660683,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,227.2147551273192,1,NORMAL
5.0,13.514,982.0,1023.0,22.5,60.0,227.0926507891344,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,223.73242014602928,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.77140219176408,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,228.2864846703984,1,NORMAL
5.0,13.514,1008.0,1023.0,24.1,54.0,228.23337538601183,1,NORMAL
5.0,13.514,1018.0,1023.0,24.4,52.0,235.09352136152256,1,NORMAL
5.0,13.514,1005.0,1023.0,23.0,54.0,224.662473539158,1,NORMAL
5.0,20.315859103843408,1016.0,1023.0,23.4,55.0,241.9319059016385,1,NORMAL
5.0,13.514,1011.0,1023.0,24.2,52.0,230.23558966179843,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,227.5878785074053,1,NORMAL
5.0,13.514,1009.0,1023.0,24.4,52.0,234.86787889836907,1,NORMAL
5.0,13.514,1023.0,1023.0,23.3,56.0,240.7327285547915,1,NORMAL
5.0,13.514,1014.0,1023.0,23.6,54.0,245.32498992256677,1,NORMAL
5.0,13.514,1012.0,1023.0,22.7,60.0,225.5871982645157,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,60.0,228.15108161273687,1,NORMAL
5.0,13.514,1011.0,1023.0,22.6,58.0,228.2397002961021,1,NORMAL
5.0,13.514,1013.0,1023.0,22.4,61.0,230.60674524089515,1,NORMAL
5.0,13.514,998.0,1023.0,24.1,53.0,228.14874179979356,1,NORMAL
5.0,13.514,1012.0,1023.0,22.9,54.0,225.5871982645157,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.69491427925104,1,NORMAL
5.0,13.514,1014.0,1023.0,22.7,60.0,225.805735046524,1,NORMAL
5.0,13.514,1005.0,1023.0,23.5,55.0,245.38784019592276,1,NORMAL
5.0,13.514,1017.0,1023.0,23.3,55.0,241.8831458904897,1,NORMAL
5.0,13.514,1010.0,1023.0,23.8,55.0,290.60324107341734,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.945555090242,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.3323139831885,1,NORMAL
5.0,13.514,1019.0,1023.0,23.2,55.0,241.43057894940412,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.2411886914652,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,230.05320427685456,1,NORMAL
5.0,13.514,1017.0,1023.0,22.8,55.0,227.1132765823913,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,60.0,230.4170221138566,1,NORMAL
5.0,13.514,1009.0,1023.0,24.2,53.0,230.93152692491975,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,62.0,228.0127875041833,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.2864846703984,1,NORMAL
5.0,13.514,1013.0,1023.0,23.1,54.0,223.78112476486868,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,228.66066576446516,1,NORMAL
5.0,13.514,1017.0,1023.0,22.6,56.0,305.5946884990431,-1,ANOMALI
5.0,13.514,988.0,1023.0,22.6,60.0,227.78243614480303,1,NORMAL
5.0,13.514,1018.0,1023.0,23.2,54.0,240.93108983891972,1,NORMAL
5.0,13.514,1019.0,1023.0,22.9,54.0,302.5955013995259,1,NORMAL
5.0,13.514,1018.0,1023.0,22.7,55.0,228.0940580589171,1,NORMAL
5.0,13.514,1005.0,1023.0,23.4,54.0,242.05984583256475,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.05918502510292,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,226.9288196258141,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.97999959631096,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.1320602549526,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,55.0,240.64224645720876,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,228.2864846703984,1,NORMAL
5.0,13.514,1017.0,1023.0,23.3,56.0,273.2861019790753,1,NORMAL
5.0,13.514,980.0,1023.0,24.1,53.0,228.8310513610567,1,NORMAL
5.0,13.514,997.0,1023.0,24.1,53.0,227.92374292669567,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,230.67848952630783,1,NORMAL
5.0,13.514,1021.0,1023.0,23.3,57.0,273.209486317792,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.7161115418645,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,56.0,305.9309330251933,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.7,59.0,230.63324638453852,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,230.95753609198053,1,NORMAL
5.0,13.514,1020.0,1023.0,24.3,53.0,236.42556456630075,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,58.0,229.9828617556753,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,230.3125319001047,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.643997010197,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.84569792712185,1,NORMAL
5.0,13.514,1016.0,1023.0,23.3,54.0,240.05292076970733,1,NORMAL
5.0,13.514,1019.0,1023.0,24.1,53.0,228.07104678278856,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.34646394753216,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.8775496510193,1,NORMAL
5.0,13.514,1019.0,1023.0,22.6,61.0,228.9909130984298,1,NORMAL
5.0,13.514,1012.0,1023.0,23.2,54.0,237.752405755766,1,NORMAL
5.0,13.514,1019.0,1023.0,24.0,53.0,228.0494040702244,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,228.68487288206725,1,NORMAL
5.0,13.514,1021.0,1023.0,24.1,52.0,228.14682292603464,1,NORMAL
5.0,13.514,1016.0,1023.0,23.5,54.0,245.8236933019761,1,NORMAL
5.0,13.514,1012.0,1023.0,24.4,53.0,235.46287917117607,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,61.0,228.2269096322867,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.21235663045,1,NORMAL
5.0,13.514,1003.0,1023.0,24.1,53.0,227.59471023879493,1,NORMAL
5.0,13.514,1021.0,1023.0,23.8,54.0,228.8424531279149,1,NORMAL
5.0,13.514,1008.0,1023.0,24.4,52.0,235.8423812379509,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,61.0,230.42726969073945,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,230.48359044446445,1,NORMAL
5.0,13.514,1002.0,1023.0,23.3,55.0,240.23683962264008,1,NORMAL
5.0,13.514,1015.0,1023.0,24.0,53.0,228.98088267601324,1,NORMAL
5.0,13.514,1010.0,1023.0,23.6,53.0,245.07055282003503,1,NORMAL
5.0,13.514,1011.0,1023.0,24.0,53.0,224.6790185988064,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.44036490619493,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,223.04159123391668,1,NORMAL
5.0,13.514,1020.0,1023.0,23.4,55.0,286.4172328304348,1,NORMAL
5.0,13.514,1008.0,1023.0,23.9,66.0,292.94893728092325,-1,ANOMALI
5.0,13.514,1019.0,1023.0,22.7,60.0,230.8618899550739,1,NORMAL
5.0,13.514,1023.0,1023.0,23.2,55.0,241.02532654972225,1,NORMAL
5.0,13.514,1020.0,1023.0,22.7,58.0,229.2870178170976,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.67065430223465,1,NORMAL
5.0,13.514,1023.0,1023.0,23.5,53.0,237.60513158384097,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,228.44642352520935,1,NORMAL
5.0,13.514,999.0,1023.0,23.0,52.0,224.11600595394228,1,NORMAL
5.0,13.514,1014.0,1023.0,24.2,53.0,230.23670112930563,1,NORMAL
5.0,13.514,1014.0,1023.0,23.2,54.0,224.7501653355386,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,62.0,227.7528684318528,1,NORMAL
5.0,13.514,1006.0,1023.0,23.3,54.0,240.96711804553348,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.5480424091254,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.7852926959356,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,60.0,230.7711841125268,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.80832166837808,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,59.0,230.3125319001047,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,230.7155303007372,1,NORMAL
5.0,13.514,1014.0,1023.0,22.6,58.0,225.8892200772257,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,60.0,230.17740698918837,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,229.62237024168425,1,NORMAL
5.0,13.514,1015.0,1023.0,23.9,54.0,228.19162665655423,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,230.61009035831955,1,NORMAL
5.0,13.514,1011.0,1023.0,22.6,56.0,225.78823398371105,1,NORMAL
5.0,13.514,1019.0,1023.0,22.9,54.0,299.90724596512666,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.6322742600437,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,60.0,229.84400037508067,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.27966505359296,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,231.2888514554274,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.92308789285104,1,NORMAL
5.0,13.514,1017.0,1023.0,22.7,55.0,220.51043145507097,1,NORMAL
5.0,13.514,1016.0,1023.0,23.5,55.0,243.26340508546045,1,NORMAL
5.0,13.514,1016.0,1023.0,23.8,36.78993842168359,290.5095200332903,-1,ANOMALI
5.0,13.514,1014.0,1023.0,22.6,59.0,228.0574034268841,1,NORMAL
5.0,13.514,1022.0,1023.0,22.3,61.0,229.215847105048,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.93654910842864,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,59.0,229.05824763946237,1,NORMAL
5.0,13.514,1015.0,1023.0,22.6,60.0,227.94550738067664,1,NORMAL
5.0,13.514,1017.0,1023.0,22.7,59.0,230.41739954397755,1,NORMAL
5.0,13.514,1022.0,1023.0,22.5,60.0,228.19162665655423,1,NORMAL
5.0,13.514,1017.0,1023.0,22.1,61.0,226.9341328075293,1,NORMAL
5.0,13.514,1015.0,1023.0,23.4,55.0,292.265859263725,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,60.0,223.7360277419004,1,NORMAL
5.0,13.514,1019.0,1023.0,22.6,59.0,225.67502949676677,1,NORMAL
5.0,13.514,1023.0,1023.0,23.2,54.0,239.8901823673271,1,NORMAL
5.0,13.514,1009.0,1023.0,22.9,54.0,224.55143010835656,1,NORMAL
5.0,13.514,1015.0,1023.0,23.1,53.0,224.11859600341785,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,228.4859895173365,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,227.9215258416224,1,NORMAL
5.0,13.514,1014.0,1023.0,23.9,51.0,228.07104678278856,1,NORMAL
5.0,13.514,1009.0,1023.0,24.1,53.0,228.22997018164813,1,NORMAL
5.0,13.514,1022.0,1023.0,22.4,60.0,230.1944289077348,1,NORMAL
5.0,13.514,1020.0,1023.0,22.6,60.0,228.67054863271613,1,NORMAL
5.0,13.514,1013.0,1023.0,24.4,52.0,235.39995028585105,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.09393948224889,1,NORMAL
5.0,13.514,1019.0,1023.0,23.5,54.0,224.21855541310003,1,NORMAL
5.0,13.514,1016.0,1023.0,23.6,55.0,241.02532654972225,1,NORMAL
5.0,13.514,1008.0,1023.0,22.5,59.0,228.72405797274828,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.3615726450206,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,223.6167059727638,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,55.0,220.38523342211155,1,NORMAL
5.0,13.514,1011.0,1023.0,22.7,55.0,228.0127875041833,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.2717824180652,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.08868056156183,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,230.3600950053001,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,60.0,230.6175805901268,1,NORMAL
5.0,13.514,1012.0,1023.0,24.1,53.0,227.58302066863507,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,54.0,290.8619619069329,1,NORMAL
5.0,13.514,1014.0,1023.0,23.6,53.0,245.56838015577893,1,NORMAL
5.0,13.514,995.0,1023.0,24.4,52.0,236.02220918364293,1,NORMAL
5.0,13.514,1013.0,1023.0,22.8,55.0,227.5561500785783,1,NORMAL
5.0,13.514,1020.0,1023.0,23.8,53.0,229.13016332636607,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,226.535395525336,1,NORMAL
5.0,13.514,1016.0,1023.0,22.7,55.0,222.68847781782665,1,NORMAL
5.0,13.514,1004.0,1023.0,22.5,59.0,228.22997018164813,1,NORMAL
5.0,13.514,1014.0,1023.0,22.7,60.0,230.54299208750408,1,NORMAL
5.0,13.514,1011.0,1023.0,24.4,53.0,235.0591316592548,1,NORMAL
5.0,13.514,1006.0,1023.0,24.1,52.0,228.2269096322867,1,NORMAL
5.0,13.514,1021.0,1023.0,23.3,53.0,281.739685737136,1,NORMAL
5.0,13.514,1023.0,1023.0,23.5,53.0,290.018760393784,1,NORMAL
5.0,13.514,1023.0,1023.0,23.3,54.0,237.2919302687989,1,NORMAL
5.0,13.514,610.3634371751936,1023.0,22.6,59.0,229.92308789285104,-1,ANOMALI
5.0,13.514,1017.0,1023.0,22.6,56.0,226.138756965375,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,230.73689571232208,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,231.44702693724037,1,NORMAL
5.0,13.514,1005.0,1023.0,24.3,51.0,224.76126896690107,1,NORMAL
5.0,13.514,1010.0,1023.0,24.0,54.0,228.33671465268372,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,54.0,282.85069072455025,1,NORMAL
5.0,13.514,1018.0,1023.0,23.2,53.0,224.83722833700685,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.37567516632768,1,NORMAL
5.0,13.514,1022.0,1023.0,23.2,54.0,240.5155945553296,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.4502467789624,1,NORMAL
5.0,13.514,1022.0,1023.0,23.5,54.0,242.106589090283,1,NORMAL
5.0,13.514,1005.0,1023.0,22.7,60.0,228.34657147581837,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.49715161466776,1,NORMAL
5.0,13.514,1018.0,1023.0,23.6,54.0,245.8236933019761,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,224.1473263343316,1,NORMAL
5.0,13.514,1013.0,1023.0,24.1,53.0,228.2269096322867,1,NORMAL
5.0,7.5974231281765565,1023.0,1023.0,22.7,59.0,229.2717824180652,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,53.0,289.2324586821147,1,NORMAL
5.0,13.514,993.0,1023.0,24.1,53.0,228.43029173940195,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,228.4742650951792,1,NORMAL
5.0,13.514,1019.0,1023.0,22.7,59.0,229.0402040184042,1,NORMAL
5.0,13.514,1020.0,1023.0,23.1,54.0,302.288139305005,1,NORMAL
5.0,13.514,1021.0,1023.0,23.9,55.0,224.00710495649355,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,229.4562095680431,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,60.0,231.0398496802872,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,58.0,229.5173709350924,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.5099543983952,1,NORMAL
5.0,13.514,1015.0,1023.0,22.6,75.85187956953193,228.2961159725463,-1,ANOMALI
5.0,13.514,1010.0,1023.0,24.4,52.0,235.39995028585105,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,60.0,230.09393948224889,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,60.0,229.6931945761094,1,NORMAL
5.0,13.514,1013.0,1023.0,24.0,54.0,228.19162665655423,1,NORMAL
5.0,13.514,1015.0,1023.0,23.8,54.0,228.12523786127812,1,NORMAL
5.0,13.514,1022.0,1023.0,24.0,65.0,228.6683271526373,1,NORMAL
5.0,13.514,1023.0,1023.0,24.1,53.0,227.685126570642,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,229.3437424624947,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,55.0,289.1755732329659,1,NORMAL
5.0,13.514,1023.0,1023.0,22.9,54.0,304.48579107871905,1,NORMAL
5.0,13.514,1012.0,1023.0,24.2,53.0,230.1944289077348,1,NORMAL
5.0,13.514,1007.0,1023.0,23.4,55.0,283.5469115374579,1,NORMAL
5.0,13.514,1022.0,1023.0,22.6,55.0,219.82105016240408,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.63324638453852,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,60.0,230.55424870183316,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.3233377486747,1,NORMAL
5.0,13.514,1010.0,1023.0,22.5,61.0,228.81407483429035,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,227.19957973486348,1,NORMAL
5.0,13.514,1013.0,1023.0,23.3,55.0,240.56921689533849,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,55.0,233.91699966197325,1,NORMAL
5.0,13.514,1003.0,1023.0,23.9,54.0,228.05869757409585,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.01112610101785,1,NORMAL
5.0,13.514,1011.0,1023.0,24.2,53.0,230.51555233312348,1,NORMAL
5.0,13.514,994.0,1023.0,22.7,60.0,225.928127314782,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,54.0,289.48612957246576,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.75172907052595,1,NORMAL
