voltage,current,sound,gas,temp,hum,heading,tahmin,durum
5.0,13.514,1008.0,1023.0,24.3,54.0,236.23279246069944,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.05880825499503,1,NORMAL
5.0,13.514,1011.0,1023.0,22.2,60.0,228.5592668212832,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,60.0,230.1118939900131,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.69998858039023,1,NORMAL
5.0,13.514,1009.0,1023.0,24.3,53.0,235.74974209624293,1,NORMAL
5.0,13.514,1004.0,1023.0,23.9,54.0,228.11741644137825,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.6175805901268,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.57219780396375,1,NORMAL
5.0,13.514,1006.0,1023.0,23.5,54.0,245.66875808306492,1,NORMAL
5.0,13.514,1022.0,1023.0,23.4,56.0,289.25077295128835,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,228.4502467789624,1,NORMAL
5.0,13.514,1017.0,1023.0,24.1,53.0,228.2397002961021,1,NORMAL
5.0,13.514,998.0,1023.0,22.9,54.0,224.1313218943116,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,60.0,230.2774060829072,1,NORMAL
5.0,13.514,1012.0,1023.0,24.1,52.0,228.41658819177133,1,NORMAL
5.0,13.514,1016.0,1023.0,23.4,54.0,280.1185698684653,1,NORMAL
5.0,13.514,1021.0,1023.0,23.3,53.0,281.6565451816006,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,54.0,281.0473505382644,1,NORMAL
5.0,13.514,1012.0,1023.0,24.1,54.0,228.2961159725463,1,NORMAL
5.0,13.514,1016.0,1023.0,23.1,54.0,302.75251136986003,1,NORMAL
5.0,13.514,1013.0,1023.0,23.9,55.0,228.5797675213479,1,NORMAL
5.0,13.514,1008.0,1023.0,22.1,61.0,228.25787452705288,1,NORMAL
5.0,13.514,1018.0,1023.0,23.1,54.0,302.3220126180614,1,NORMAL
5.0,13.514,968.0,1023.0,23.4,55.0,242.8606589451209,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.7493159554295,1,NORMAL
5.0,13.514,1017.0,1023.0,23.4,54.0,282.557153244197,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,228.63358284323047,1,NORMAL
5.0,13.514,1015.0,1023.0,22.6,59.0,228.2961159725463,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,228.6348903612225,1,NORMAL
5.0,13.514,1019.0,1023.0,23.2,54.0,240.64224645720876,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.1807261525848,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,60.0,230.4336226614847,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,54.0,241.2940474565989,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,53.0,237.8458183915936,1,NORMAL
5.0,13.514,1009.0,1023.0,24.2,54.0,236.02220918364293,1,NORMAL
5.0,13.514,1022.0,1023.0,23.3,54.0,237.2078432710002,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,230.00987505855443,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,60.0,230.92236302146645,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,55.0,304.7168318425389,-1,ANOMALI
5.0,13.514,1010.0,1023.0,24.0,54.0,228.43191850767025,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,223.7502551210169,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.90049374238188,1,NORMAL
5.0,13.514,1016.0,1023.0,23.3,55.0,240.45905040122696,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.80284036786315,1,NORMAL
5.0,13.514,1012.0,1023.0,23.6,53.0,245.68003502714416,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,227.8466169158161,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,53.0,238.17481736277225,1,NORMAL
5.0,13.514,1022.0,1023.0,23.4,53.0,289.58699386342346,1,NORMAL
5.0,13.514,1020.0,1023.0,23.7,54.0,242.40579401861604,1,NORMAL
5.0,13.514,1014.0,1023.0,22.5,61.0,228.34657147581837,1,NORMAL
5.0,13.514,1021.0,1023.0,23.2,54.0,299.88030919148133,1,NORMAL
5.0,13.514,1013.0,1023.0,22.9,54.0,225.16535532594932,1,NORMAL
5.0,13.514,1022.0,1023.0,22.7,55.0,220.87240829748828,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,223.9510395581246,1,NORMAL
5.0,13.514,1011.0,1023.0,22.6,59.0,226.02151040671825,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,58.0,229.0703663732248,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.92343737669623,1,NORMAL
5.0,13.514,1020.0,1023.0,23.2,51.0,299.8217109921108,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.2,62.0,227.83648043815316,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.643128212206,1,NORMAL
5.0,13.514,1003.0,1023.0,23.7,56.0,222.3684804282995,1,NORMAL
5.0,13.514,1023.0,1023.0,23.5,55.0,291.9137907338916,1,NORMAL
5.0,13.514,1012.0,1023.0,24.1,52.0,224.2926806314557,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.63546342690265,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.96041068756207,1,NORMAL
5.0,13.514,1018.0,1023.0,23.5,55.0,224.6298242349471,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,59.0,229.3652577350279,1,NORMAL
5.0,13.514,1019.0,1023.0,22.7,59.0,225.51384971635412,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,227.9095073155321,1,NORMAL
5.0,13.514,1020.0,1023.0,22.8,55.0,226.3846775839908,1,NORMAL
5.0,13.514,1019.0,1023.0,23.4,56.0,288.80323618096213,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.8672505823365,1,NORMAL
5.0,13.514,1001.0,1023.0,23.4,56.0,292.8532793799289,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.7,58.0,229.609957415854,1,NORMAL
5.0,13.514,997.0,1023.0,22.6,60.0,225.5959227255539,1,NORMAL
5.0,13.514,1013.0,1023.0,24.1,52.0,228.43029173940195,1,NORMAL
5.0,13.514,1011.0,1023.0,22.6,59.0,227.4822452529471,1,NORMAL
5.0,13.514,1018.0,1023.0,24.3,54.0,235.94315183375323,1,NORMAL
5.0,13.514,991.0,1023.0,24.3,51.0,224.4460525415331,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.4,61.0,229.88322471004025,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.33442440270625,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.95109118413495,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.5514760257418,1,NORMAL
5.0,13.514,1022.0,1023.0,23.4,55.0,240.843082117687,1,NORMAL
5.0,13.514,1023.0,1023.0,23.2,54.0,299.89890183861456,1,NORMAL
5.0,13.514,1011.0,1023.0,23.2,55.0,240.23683962264008,1,NORMAL
5.0,13.514,1018.0,1023.0,22.7,56.0,227.788997817376,1,NORMAL
5.0,13.514,1016.0,1023.0,23.1,54.0,299.19950194147964,1,NORMAL
5.0,13.514,996.0,1023.0,22.7,58.0,226.2260693562616,1,NORMAL
5.0,13.514,1011.0,1023.0,24.2,53.0,230.77948582515592,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,230.5004114702019,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,228.23518834371384,1,NORMAL
5.0,13.514,1015.0,1023.0,23.9,54.0,228.0037702270288,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,230.02584772236824,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,60.0,230.30477619851223,1,NORMAL
5.0,13.514,1015.0,1023.0,23.2,55.0,224.55143010835656,1,NORMAL
5.0,13.514,1264.5619137957026,1023.0,23.6,54.0,245.9610657345416,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,58.0,228.90049374238188,1,NORMAL
5.0,13.514,1001.0,1023.0,23.1,53.0,224.2071738318101,1,NORMAL
5.0,13.514,1018.0,1023.0,22.6,60.0,227.99034497516536,1,NORMAL
5.0,13.514,1020.0,1023.0,22.6,59.0,225.67502949676677,1,NORMAL
5.0,13.514,1015.0,1023.0,24.4,54.0,236.52278309046892,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,60.0,230.40694937047155,1,NORMAL
5.0,13.514,991.0,1023.0,22.7,54.0,228.7673300362011,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.1944289077348,1,NORMAL
5.0,13.514,1014.0,1023.0,22.8,54.0,226.11110544959843,1,NORMAL
5.0,13.514,1010.0,1023.0,24.1,52.0,228.4064437549947,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.5489903025085,1,NORMAL
5.0,13.514,1011.0,1023.0,22.8,54.0,226.9599272591264,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,227.5448043798131,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,60.0,228.93654910842864,1,NORMAL
5.0,13.514,973.0,1023.0,22.5,60.0,228.695485276672,1,NORMAL
5.0,13.514,1015.0,1023.0,22.6,59.0,227.86881725796243,1,NORMAL
5.0,13.514,998.0,1023.0,24.1,53.0,228.41658819177133,1,NORMAL
5.0,13.514,1011.0,1023.0,24.4,53.0,235.77286021459972,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,60.0,230.23670112930563,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,60.0,228.422513911009,1,NORMAL
5.0,13.514,1012.0,350.58339519256305,22.9,53.0,225.8892200772257,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,227.7974998018164,1,NORMAL
5.0,13.514,1010.0,1023.0,24.2,53.0,230.9093273989142,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,60.0,228.77140436776992,1,NORMAL
5.0,13.514,672.1113268709345,1023.0,22.7,59.0,229.28129613508648,-1,ANOMALI
5.0,13.514,1013.0,1023.0,22.8,55.0,225.62372412659423,1,NORMAL
5.0,13.514,1016.0,1023.0,24.0,63.0,228.65222278030632,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.9080294381939,1,NORMAL
5.0,13.514,1007.0,1023.0,23.7,55.0,222.1595617162661,1,NORMAL
5.0,13.514,988.0,1023.0,22.6,60.0,228.0127875041833,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,55.0,289.92558065818434,1,NORMAL
5.0,13.514,1023.0,1023.0,23.3,55.0,241.35360319918243,1,NORMAL
5.0,13.514,1005.0,1023.0,23.6,54.0,245.9610657345416,1,NORMAL
5.0,13.514,1007.0,1023.0,24.1,53.0,228.34605800088505,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,228.3477487831306,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,60.0,229.8365834457353,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,229.46779692144503,1,NORMAL
5.0,13.514,1023.0,1023.0,23.8,58.0,310.48192861037927,-1,ANOMALI
5.0,13.514,1017.0,1023.0,23.6,54.0,247.06789956241025,1,NORMAL
5.0,13.514,992.0,1023.0,23.7,56.0,222.96456070035848,1,NORMAL
5.0,13.514,1008.0,1023.0,24.1,53.0,228.43191850767025,1,NORMAL
5.0,13.514,1023.0,1023.0,23.2,54.0,241.6296623014088,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.05986329743527,1,NORMAL
5.0,13.514,1016.0,1023.0,23.4,53.0,280.8458003981627,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.8589025229742,1,NORMAL
5.0,13.514,1014.0,1023.0,23.5,54.0,245.48155454062643,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.7161115418645,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,231.2383326896393,1,NORMAL
5.0,13.514,1020.0,1023.0,23.0,55.0,303.2767420371759,1,NORMAL
5.0,13.514,969.0,1023.0,22.5,60.0,227.5381213202298,1,NORMAL
5.0,13.514,1011.0,1023.0,22.7,55.0,228.40222209403805,1,NORMAL
5.0,13.514,1019.0,1023.0,23.6,52.0,245.99871903438705,1,NORMAL
5.0,13.514,1018.0,1023.0,24.0,73.0,246.94869908352695,-1,ANOMALI
5.0,13.514,1015.0,1023.0,22.2,61.0,228.19074984138496,1,NORMAL
5.0,13.514,1017.0,1023.0,22.6,60.0,225.59859084254217,1,NORMAL
5.0,13.514,1011.0,1023.0,24.1,52.0,223.4624920740431,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,229.33601853152572,1,NORMAL
5.0,13.514,995.0,1023.0,22.7,59.0,226.96903452783928,1,NORMAL
5.0,13.514,997.0,1023.0,22.6,60.0,228.4965871227273,1,NORMAL
5.0,13.514,1023.0,1023.0,23.2,55.0,240.64224645720876,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,228.3989333711983,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,231.39525205907128,1,NORMAL
5.0,13.514,1001.0,1023.0,24.2,53.0,228.34657147581837,1,NORMAL
5.0,13.514,1013.0,1023.0,22.6,60.0,227.92374292669567,1,NORMAL
5.0,13.514,1018.0,1023.0,24.0,54.0,228.5523221754431,1,NORMAL
5.0,13.514,1016.0,1023.0,23.4,53.0,290.7990284088415,1,NORMAL
5.0,13.514,1013.0,1023.0,23.8,53.0,227.99034497516536,1,NORMAL
5.0,13.514,1011.0,1023.0,24.3,53.0,236.69942871408105,1,NORMAL
5.0,13.514,1023.0,1023.0,24.3,53.0,236.03737560600305,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.78253248447396,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.75534007320053,1,NORMAL
5.0,13.514,1020.0,1023.0,23.3,54.0,261.78079075110094,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,229.3924146458077,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,223.86074545730585,1,NORMAL
5.0,13.514,1015.0,1023.0,23.4,54.0,240.93108983891972,1,NORMAL
5.0,13.514,1020.0,1023.0,23.0,54.0,302.70163895008807,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,59.0,229.14956633459312,1,NORMAL
5.0,13.514,1019.0,1023.0,23.5,54.0,245.765268669825,1,NORMAL
5.0,13.514,1012.0,1023.0,23.0,54.0,224.6271476958874,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.1689848087098,1,NORMAL
5.0,13.514,1019.0,1023.0,22.8,55.0,227.08004623029248,1,NORMAL
5.0,13.514,1014.0,1023.0,22.6,60.0,225.5177188568032,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.47188849850448,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,89.97142862801746,230.02146104220185,-1,ANOMALI
5.0,13.514,1006.0,1023.0,23.3,55.0,241.7296237536881,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,227.19957973486348,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,228.76088530304835,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,60.0,228.422513911009,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,229.47568754571137,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,227.7721567768909,1,NORMAL
5.0,13.514,1011.0,1023.0,22.9,53.0,226.2444317030953,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.64480830421232,1,NORMAL
5.0,13.514,1016.0,1023.0,22.7,49.0,233.115247342948,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,224.2350280215045,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,60.0,229.05283137527147,1,NORMAL
5.0,13.514,1012.0,1023.0,22.1,60.0,228.70915684221495,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.3600950053001,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,224.75444816260088,1,NORMAL
5.0,13.514,1011.0,1023.0,22.6,60.0,227.98189791563328,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.47188849850448,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.97999959631096,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,230.48359044446445,1,NORMAL
5.0,13.514,995.0,1023.0,23.5,55.0,245.56838015577893,1,NORMAL
5.0,13.514,1003.0,1023.0,24.1,53.0,228.67054863271613,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,228.63358284323047,1,NORMAL
5.0,13.514,1020.0,1023.0,23.2,54.0,240.69911973072917,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,227.81685537815707,1,NORMAL
5.0,13.514,1022.0,1023.0,22.1,60.0,228.422513911009,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,237.53910714810456,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,61.0,228.0127875041833,1,NORMAL
5.0,13.514,1015.0,1023.0,24.4,53.0,235.72370689253543,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.91656600601,1,NORMAL
5.0,13.514,1001.0,1023.0,22.6,60.0,228.60612655263117,1,NORMAL
5.0,13.514,1020.0,1023.0,24.4,52.0,235.46287917117607,1,NORMAL
5.0,13.514,1016.0,1023.0,23.5,53.0,245.3044737099604,1,NORMAL
5.0,13.514,1023.0,1023.0,23.3,53.0,281.1376666686448,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.319275027628,1,NORMAL
5.0,13.514,1023.0,1023.0,23.4,56.0,293.31770838675504,1,NORMAL
5.0,13.514,1023.0,1023.0,22.3,61.0,230.2617861487257,1,NORMAL
5.0,13.514,1021.0,1023.0,22.4,61.0,228.7110639866552,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.1944289077348,1,NORMAL
5.0,13.514,1022.0,1023.0,22.8,55.0,305.6504329055065,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.7,60.0,230.28124062844512,1,NORMAL
5.0,13.514,1016.0,1023.0,22.8,55.0,227.32362165123664,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,55.0,228.5489903025085,1,NORMAL
5.0,13.514,992.0,1023.0,23.4,55.0,242.905978005754,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,62.0,228.1379874932271,1,NORMAL
5.0,13.514,1021.0,1023.0,24.1,53.0,227.7426113574816,1,NORMAL
5.0,13.514,1018.0,1023.0,22.8,58.0,229.20535700170856,1,NORMAL
5.0,13.514,1009.0,1023.0,23.1,54.0,223.27449175024643,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.1009816976846,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,230.0058325529511,1,NORMAL
5.0,13.514,1015.0,1023.0,23.8,53.0,229.43832441945176,1,NORMAL
5.0,13.514,1007.0,1023.0,22.9,53.0,224.42624170228348,1,NORMAL
5.0,13.514,1006.0,1023.0,24.2,53.0,230.53664242538488,1,NORMAL
5.0,13.514,1019.0,1023.0,22.7,59.0,229.7998361139047,1,NORMAL
5.0,13.514,1015.0,1023.0,22.6,55.0,221.35330432146563,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,228.695485276672,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,60.0,230.5098762596519,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,228.2397002961021,1,NORMAL
5.0,13.514,1015.0,1023.0,23.4,51.0,224.2623268625678,1,NORMAL
5.0,13.514,1023.0,1023.0,23.3,54.0,238.98336320651003,1,NORMAL
5.0,7.907582093815077,1011.0,1023.0,24.3,52.0,235.9510120747976,1,NORMAL
5.0,13.514,1001.0,1023.0,24.1,53.0,228.37662309317656,1,NORMAL
5.0,13.514,1010.0,1023.0,23.3,54.0,235.4755868984734,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,58.0,229.7279878188422,1,NORMAL
5.0,13.514,1014.0,1023.0,22.6,60.0,228.3264146944043,1,NORMAL
5.0,13.514,1011.0,1023.0,23.6,53.0,246.516358208768,1,NORMAL
5.0,13.514,985.0,1023.0,24.4,52.0,235.4591633163205,-1,ANOMALI
5.0,13.514,1023.0,1023.0,23.4,54.0,293.3909594339903,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.63546342690265,1,NORMAL
5.0,13.514,1014.0,1023.0,22.6,59.0,228.3208994417539,1,NORMAL
5.0,13.514,981.0,1023.0,23.4,54.0,243.26839179350057,1,NORMAL
5.0,13.514,1013.0,1023.0,23.9,68.0,232.0173850800529,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.6,59.0,223.72331042771677,1,NORMAL
5.0,13.514,1023.0,1023.0,22.9,54.0,305.75158981751133,-1,ANOMALI
5.0,13.514,1023.0,1023.0,23.2,54.0,238.6541894372872,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.93024274766304,1,NORMAL
5.0,13.514,1019.0,1023.0,24.1,54.0,227.9388518953267,1,NORMAL
5.0,13.514,1002.0,1023.0,24.3,53.0,236.71423065939177,1,NORMAL
5.0,13.514,1023.0,1023.0,22.8,59.0,229.67037291089247,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,60.0,231.9924020844719,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,223.64292380604684,1,NORMAL
5.0,13.514,1006.0,1023.0,24.0,53.0,223.75898574761152,1,NORMAL
5.0,13.514,1020.0,1023.0,24.1,52.0,224.4765815789273,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,55.0,221.9116478963604,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,229.08561677997488,1,NORMAL
5.0,13.514,1017.0,1023.0,22.6,60.0,225.59152832862213,1,NORMAL
5.0,13.514,1016.0,1023.0,24.1,54.0,229.3652577350279,1,NORMAL
5.0,13.514,1022.0,1023.0,24.1,53.0,228.643128212206,1,NORMAL
5.0,13.514,1013.0,1023.0,24.2,53.0,230.58260575653108,1,NORMAL
5.0,6.898058273037398,1009.0,1023.0,23.0,54.0,224.33380002981687,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,228.43191850767025,1,NORMAL
5.0,13.514,1020.0,1023.0,23.2,52.0,225.28586395485783,1,NORMAL
5.0,13.514,1018.0,1023.0,23.1,54.0,302.59062618544465,1,NORMAL
5.0,13.514,1019.0,1023.0,22.6,56.0,232.8690755517905,1,NORMAL
5.0,13.514,1018.0,1023.0,23.4,54.0,241.8614686230457,1,NORMAL
5.0,13.514,1019.0,1023.0,22.7,55.0,305.3320339666619,-1,ANOMALI
5.0,13.514,1015.0,1023.0,23.7,54.0,222.37577997221797,1,NORMAL
5.0,13.514,1014.0,1023.0,22.7,60.0,226.92588682754945,1,NORMAL
5.0,13.514,1009.0,1023.0,23.6,55.0,245.4270423958885,1,NORMAL
5.0,13.514,1000.0,1023.0,23.4,53.0,281.79342968491045,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.1,60.0,227.9095073155321,1,NORMAL
5.0,13.514,1016.0,1023.0,23.4,53.0,241.05998730716064,1,NORMAL
5.0,13.514,1022.0,1023.0,24.1,53.0,228.65953114845613,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,223.4429873780552,1,NORMAL
5.0,13.514,1016.0,1023.0,23.0,54.0,301.99786407695694,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.79306428168863,1,NORMAL
5.0,13.514,1017.0,1023.0,23.4,54.0,241.37143358876804,1,NORMAL
5.0,13.514,1020.0,1023.0,23.5,54.0,245.3375454247353,1,NORMAL
5.0,13.514,1014.0,1023.0,23.9,54.0,228.5523221754431,1,NORMAL
5.0,13.514,1017.0,1023.0,23.1,53.0,223.71406884607129,1,NORMAL
5.0,13.514,1014.0,1023.0,22.7,60.0,225.7093798119314,1,NORMAL
5.0,13.514,1014.0,1023.0,22.2,60.0,227.5448043798131,1,NORMAL
5.0,13.514,1016.0,1023.0,23.1,54.0,302.62629110045606,1,NORMAL
5.0,13.514,1023.0,1023.0,23.3,55.0,241.35360319918243,1,NORMAL
5.0,13.514,1020.0,1023.0,22.9,53.0,224.9572738487005,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,59.0,229.6332370511698,1,NORMAL
5.0,13.514,1018.0,1023.0,24.3,53.0,235.0079798014413,1,NORMAL
5.0,13.514,1013.0,1023.0,22.7,60.0,225.90157590245576,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,61.0,229.4344705061012,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.91933012052152,1,NORMAL
5.0,13.514,1023.0,1023.0,24.1,52.0,224.1592417836912,1,NORMAL
5.0,13.514,1019.0,1023.0,23.4,54.0,240.843082117687,1,NORMAL
5.0,13.514,1023.0,1023.0,23.2,54.0,240.93070090778184,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,230.1944289077348,1,NORMAL
5.0,13.514,1014.0,1023.0,24.4,52.0,224.1473263343316,1,NORMAL
5.0,13.514,1021.0,1023.0,23.3,54.0,282.85069072455025,1,NORMAL
5.0,13.514,1023.0,1023.0,24.2,51.0,224.1533259761385,1,NORMAL
5.0,13.514,1023.0,1023.0,22.5,61.0,229.3987053549955,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,60.0,230.38417665591703,1,NORMAL
5.0,13.514,1016.0,1023.0,23.3,76.04585292461968,240.45905040122696,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.8,58.0,229.17662980230207,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,230.56077611136467,1,NORMAL
5.0,13.514,1014.0,1023.0,24.0,53.0,228.95109118413495,1,NORMAL
5.0,13.514,1018.0,1023.0,23.1,52.0,224.11859600341785,1,NORMAL
5.0,13.514,1016.0,1023.0,23.0,55.0,302.03480337469585,1,NORMAL
5.0,13.514,1018.0,1023.0,23.3,55.0,240.4291024755904,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,60.0,223.7360277419004,1,NORMAL
5.0,13.514,1023.0,1023.0,22.7,58.0,229.2678933002908,1,NORMAL
5.0,13.514,1023.0,1023.0,22.6,59.0,230.23670112930563,1,NORMAL
5.0,28.187223630364958,1022.0,1023.0,23.2,55.0,241.35360319918243,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,60.0,228.17314943512093,1,NORMAL
5.0,13.514,1023.0,1023.0,22.4,60.0,229.72181163413444,1,NORMAL
5.0,13.514,1023.0,1023.0,22.2,60.0,227.7605514955152,1,NORMAL
5.0,13.514,1021.0,1023.0,22.6,56.0,307.5475134559012,-1,ANOMALI
5.0,13.514,1015.0,1023.0,24.3,54.0,235.3495389554217,1,NORMAL
5.0,13.514,1023.0,1023.0,23.3,54.0,237.07581632414403,1,NORMAL
5.0,13.514,1021.0,1023.0,22.5,60.0,227.71421221612175,1,NORMAL
5.0,13.514,1023.0,1023.0,22.1,61.0,228.301865674435,1,NORMAL
5.0,13.514,1012.0,1023.0,23.0,54.0,302.1016163389964,-1,ANOMALI
5.0,13.514,1023.0,1023.0,22.5,60.0,230.6534782408043,1,NORMAL
5.0,13.514,1020.0,1023.0,23.5,54.0,245.11469555211,1,NORMAL
5.0,13.514,1018.0,1023.0,23.2,53.0,224.1436855643624,1,NORMAL
